missing_rate,n_missing,n_observed,X0_mean,X0_std,X0_skew,X0_kurtosis,X0_min,X0_max,X0_range,X0_q25,X0_q50,X0_q75,X0_iqr,mask_autocorr_1,runs_z_score,n_runs,avg_burst_size,max_burst_size,n_bursts,missing_pos_mean,missing_pos_std,missing_first_quarter,missing_last_quarter,corr_mask_X1,mi_mask_X1,corr_mask_X2,mi_mask_X2,corr_mask_X3,mi_mask_X3,corr_mask_X4,mi_mask_X4,auc_mask_from_Xobs,coef_X1_abs,coef_X2_abs,coef_X3_abs,coef_X4_abs,coef_max,coef_sum,corr_X1_mask,pval_X1_mask,log_pval_X1_mask,X1_mean_diff,X1_ttest_stat,X1_ttest_pval,X1_mannwhitney_stat,X1_mannwhitney_pval,missing_rate_extremes,missing_rate_center,extreme_vs_center_ratio,X0_neighbor_missing_corr,little_proxy_score,position_entropy,position_uniformity_chi2,llm_mcar_conf,llm_mar_conf,llm_mnar_conf,llm_randomness,llm_dep_X1,llm_dep_self,llm_temporal,llm_extreme
0.033,33,967,0.5016655750811823,0.28476735010564497,0.007254122051625598,-1.2021181171638249,0.0009795774779524,0.9964482134166508,0.9954686359386984,0.2500893723955688,0.5002969560993213,0.745132987323514,0.4950436149279452,-0.03416149068322981,1.087175196284946,67,1.0,1,33,0.5146666666666666,0.3227249196101437,0.30303030303030304,0.3333333333333333,-0.019126606446656043,0.007774897067670886,0.02184832096392332,0.0055328071536078355,-0.013232023184690892,0.0021646857047627026,0.009380915398930267,0.002106203342245181,0.5560151671837297,0.1123739854515504,0.12090892007256421,0.08140739210450998,0.05370116033540437,0.12090892007256421,0.36839145796402895,-0.019126606446656036,0.5457537686591939,0.2630032566225044,-0.030401766966885513,-0.6043418160980011,0.5457537686591918,0.46698630566262417,0.5186653196896613,0.0,0.04094292803970223,0.0,-0.030616073854767292,0.13305756635642882,3.1930733942129734,5.484848484682278,0.45,0.35,0.2,0.7,0.2,0.1,0.0,0.1
0.096,96,904,0.5080689330880765,0.288566934918887,-0.028212056154533843,-1.160460114265589,0.0001194364031188,0.9996199401086456,0.9995005037055268,0.26721116979445064,0.5068172369825283,0.7522937008766625,0.48508253108221183,0.03197674418604651,-1.0168736839613426,169,1.1428571428571428,3,84,0.48659375,0.2603679118944399,0.20833333333333334,0.1875,-0.0020824966222636725,0.005410431822418172,-0.029649410185716492,0.003976882920882593,-0.0646089158268471,0.005645708550881395,0.011674400228313246,0.0031683912254876767,0.5705314343657817,0.00952543640643327,0.1022562043460339,0.21745663214178043,0.04847340249890248,0.21745663214178043,0.3777116753931501,-0.0020824966222636673,0.9475593236459656,0.023393590726038967,-0.002050140898720354,-0.06578858082986888,0.9475593236459673,0.49749953908554573,0.935866748534014,0.0,0.11735941320293398,0.0,-0.011533745486786443,0.1012398598820059,3.251357993315982,9.208333333237414,0.45,0.25,0.3,0.7,0.1,0.2,0.3,0.2
0.012,12,988,0.4980904655538411,0.28895102024082486,0.016515134642927174,-1.2104370379572025,0.000316148605892,0.9982569602197928,0.9979408116139008,0.24618701569397772,0.49134547847002086,0.7526584783280521,0.5064714626340744,-0.0121580547112462,0.39225044861850683,25,1.0,1,12,0.5655,0.2906147220404821,0.16666666666666666,0.3333333333333333,0.01368484195696329,0.008128890583966288,-0.03271766720690431,0.003919087158440865,0.023163935076409767,0.0058489351039221395,-0.012360807438254963,0.0058489351039221395,0.6085526315789473,0.12000493274848285,0.2864863833710055,0.20582839996162136,0.11355620014024143,0.2864863833710055,0.7258759162213511,0.013684841956963295,0.665573031290053,0.17680428377141988,0.03591957373848509,0.43236021774514594,0.6655730312900533,0.5425101214574899,0.6126493062698004,0.0,0.014962593516209476,0.0,0.04174917464851239,0.24865047233468285,2.688721875540867,4.399999999633334,0.45,0.35,0.2,0.7,0.3,0.1,0.0,0.1
0.047,47,953,0.49571518741500015,0.29304655900259513,-0.015896348872443726,-1.2087845073709067,0.0016177834065054,0.9974111223735528,0.9957933389670474,0.2415550312417149,0.4968552853743051,0.7432371744237039,0.5016821431819889,-0.027042731986411588,0.8579380367824478,93,1.0217391304347827,2,46,0.5256170212765958,0.29067079815792557,0.19148936170212766,0.2765957446808511,-0.043021530982686525,0.0023884865266946623,0.0065740437172843065,0.003059464143805951,0.02614108756685631,0.003213564101224961,-0.01051662463635667,0.0024064086304739704,0.5760308990645442,0.20519857460082125,0.028703006783333852,0.12518868970268743,0.046585844198239634,0.20519857460082125,0.4056761152850822,-0.04302153098268653,0.17402363737028875,0.7593917581411221,-0.05893671818502305,-1.3603586165279353,0.1740236373702823,0.44062423254671695,0.1689412139177564,0.0,0.05816831683168317,0.0,0.04698589387988331,0.10172802571945257,3.2260370560132956,5.978723404128112,0.45,0.35,0.2,0.7,0.3,0.1,0.2,0.1
0.119,119,881,0.4800405366923762,0.2801644857096972,0.09353818198166645,-1.089203292010745,0.0029981976642768,0.9996468231402302,0.9966486254759535,0.2561273725211093,0.4683001883820999,0.7098164555303874,0.4536890830092781,0.03648777692895343,-1.1601551875745493,203,1.1782178217821782,2,101,0.537563025210084,0.30585597309832563,0.2605042016806723,0.33613445378151263,-0.054595460167632094,0.004922124287680067,-0.015466643682057316,0.005535986866705304,-0.025712387500193442,0.005144827130160443,0.02964887833742346,0.005925754718147866,0.5669455069201347,0.17302289748055907,0.047098251166712055,0.0777355308511968,0.08751833290151605,0.17302289748055907,0.385375012399984,-0.0545954601676321,0.08442159578613899,1.0735464428169543,-0.04942183502254521,-1.7273089012942675,0.08442159578613696,0.45212182489340796,0.08966157168637391,0.0,0.14476885644768855,0.0,-0.04450361035787685,0.09439235399040434,3.2721748905783827,7.8067226890100265,0.45,0.35,0.2,0.7,0.3,0.1,0.2,0.1
0.026,26,974,0.5042361542674841,0.2901121897993089,-0.07096991483728156,-1.202603819269501,0.0009146522923781,0.9998337465621288,0.9989190942697507,0.25063087470805,0.5089896608698297,0.7470469524061083,0.4964160776980583,0.014061538816830515,-1.038742550267644,50,1.04,2,25,0.49623076923076925,0.27547864746128803,0.19230769230769232,0.19230769230769232,-0.015441370694645969,0.0076546626173029765,-0.02496220451669422,0.0045362883801356975,-0.032351422978924904,0.00546172627755104,-0.01767647157369477,0.002869528828925088,0.5994313694519035,0.10626382332246304,0.15045217933684185,0.19115608520788743,0.10226964526278157,0.19115608520788743,0.5501417331299739,-0.015441370694645969,0.6257500482546385,0.20359910822917193,-0.027823211270708026,-0.4878686386641726,0.6257500482546374,0.4720423313852472,0.6264133317459302,0.0,0.03233830845771144,0.0,-0.0019678027395767343,0.1687924498499447,3.0608554687914507,4.476923076750887,0.45,0.35,0.2,0.8,0.2,0.1,0.1,0.1
0.008,8,992,0.5113438487925983,0.2863488331367949,-0.03716153112138834,-1.1794256612261624,0.0012061862821212,0.9994996948570084,0.9982935085748872,0.2627838645212287,0.5210222784134872,0.7572862651404221,0.49450240061919337,-0.008072653884964679,0.2633250637353116,17,1.0,1,8,0.4375,0.21431227216377507,0.125,0.125,0.016578150809004242,0.005982383367215547,0.007162799310507353,0.005982383367215547,-0.014488170741371481,0.008795791249744635,0.03355610486863423,0.004585987824219186,0.6427671370967741,0.16551995683746398,0.04829123159517602,0.15171235519404094,0.3409258669785326,0.3409258669785326,0.7064494106052135,0.016578150809004252,0.6005376804097865,0.22145973783535008,0.05260400390937808,0.5237946334739785,0.6005376804097861,0.5551915322580645,0.5971823386389942,0.0,0.01,0.0,0.015432404340480928,0.2694052419354839,2.1556390622295662,7.999999999,0.45,0.35,0.2,0.8,0.3,0.1,0.0,0.2
0.09,90,910,0.49992409089561857,0.29378519430903255,-0.010312514795065116,-1.2672206312587702,0.0003369891820613,0.9968687922020492,0.9965318030199879,0.23741814986561083,0.5155753199307989,0.746927258741185,0.5095091088755742,-0.00022113302621034765,-0.15484193222775494,164,1.0975609756097562,2,82,0.5110222222222223,0.29835463528335154,0.25555555555555554,0.3,-0.031266694342576236,0.003750149237180294,-0.030531988096533742,0.007696997674112815,0.038695098029855914,0.005576784454627962,-0.014555029568164356,0.005161898660441363,0.5534676434676434,0.10616153151987355,0.1100001046577599,0.14059348593027673,0.049503656823011,0.14059348593027673,0.40625877893092116,-0.031266694342576236,0.32327777042712696,0.4904241577848305,-0.031044904847575105,-0.9882336254769909,0.32327777042712696,0.467973137973138,0.3156979528973105,0.0,0.1100244498777506,0.0,0.03536074545566191,0.09862637362637362,3.28374566915946,4.666666666614815,0.45,0.3,0.25,0.8,0.2,0.1,0.1,0.1
0.095,95,905,0.4917817802732049,0.28535052604723754,0.029490264141353466,-1.1988398309387265,0.0009895473349559,0.9986507792157356,0.9976612318807797,0.2448718579671908,0.4830306884163712,0.7292897045541091,0.48441784658691833,-0.05855845365626456,1.8527343915701084,183,1.043956043956044,2,91,0.4955157894736842,0.2944147044081616,0.30526315789473685,0.24210526315789474,0.02947944334348809,0.003961902039729428,0.03271356269115703,0.004281386949398721,-0.010046374507740537,0.005440633263687173,-0.009917455342564153,0.005948624333256949,0.5393312009305031,0.1048011358189235,0.11110466326871134,0.042850894053971265,0.029526838914047566,0.11110466326871134,0.28828353205565366,0.02947944334348806,0.35171996900722796,0.4538029737829902,0.029335748231521686,0.9316940893458093,0.351719969007227,0.5292119802268102,0.3484315804028063,0.0,0.11613691931540342,0.0,-0.007693312746109495,0.09899680139575458,3.2849194409492006,4.894736842053739,0.45,0.3,0.25,0.6,0.3,0.2,0.1,0.1
0.068,68,932,0.4973813373059808,0.2899084820149976,0.015996855857036616,-1.1998556228999653,0.0010800259096238,0.9972965210696374,0.9962164951600136,0.24439848689793348,0.4967395676392375,0.746603211681171,0.5022047247832375,0.03742023125039489,-1.189663987673574,123,1.1147540983606556,2,61,0.483,0.2823327719511978,0.25,0.17647058823529413,0.03414211475622176,0.003729260780845926,-0.007594445688660479,0.002841840579061821,-0.015360202427009617,0.0036025469892707745,-0.012597760862897241,0.004856860834181796,0.5485357233021964,0.13662694183985627,0.03710286306840696,0.06490331718379859,0.05150667635073173,0.13662694183985627,0.2901397984427936,0.03414211475622175,0.2807515539274099,0.5516778312900781,0.03846353536822961,1.079217455477455,0.2807515539274089,0.5414036859378945,0.25386271171101593,0.0,0.08374384236453201,0.0,0.04942097061398965,0.09888601363292097,3.2517861885815416,6.1176470587335645,0.45,0.35,0.2,0.7,0.3,0.1,0.2,0.1
0.03,30,970,0.5144253465624681,0.2912702191110227,-0.04837281698700467,-1.2302901467926195,7.325831224447299e-05,0.9989284578077589,0.9988551994955144,0.26083678810590577,0.5219990827558108,0.7638378390687137,0.503001050962808,0.03777089783281734,-1.2051633562738775,57,1.0714285714285714,2,28,0.4648,0.29026785331253385,0.3,0.23333333333333334,-0.005179728993720618,0.00416869684085594,-0.024399653666005064,0.0007002150691258133,0.003092745899789815,0.0021969709350071684,0.03343010114087048,0.008733940879513385,0.575360824742268,0.03919051235434058,0.1421744109928683,0.009808348966250909,0.19398230256040858,0.19398230256040858,0.38515557487386837,-0.00517972899372061,0.8700510473900264,0.060455265830315914,-0.008765162159646955,-0.1636357285868375,0.8700510473900241,0.49274914089347077,0.8925269463290462,0.0,0.03722084367245657,0.0,-0.023904098070752555,0.14441580756013744,3.1395722619867223,7.333333333088888,0.45,0.25,0.3,0.7,0.1,0.2,0.1,0.2
0.097,97,903,0.5210596537290874,0.29000931793398327,-0.055320814148694344,-1.23162545398627,0.0036584926580364,0.9991209638833752,0.9954624712253388,0.2710107587431567,0.5235274946519642,0.7884714849309018,0.5174607261877451,-0.004777470455116937,0.14800952715946017,177,1.1022727272727273,2,88,0.5547835051546393,0.2826416341167159,0.21649484536082475,0.27835051546391754,0.058469654122133036,0.006430016143701318,0.0008229060830599634,0.003495501178008807,0.01187374283315296,0.005656040019574406,0.04148700200693878,0.004942962780000254,0.5712687376556952,0.20576956482789618,0.020209548723003727,0.05839509657619442,0.14240415709353105,0.20576956482789618,0.4267783672206254,0.05846965412213304,0.06456739696829106,1.1899867218037745,0.05750199910357123,1.8502884107630049,0.06456739696829056,0.5579340343185943,0.060500305647237566,0.0,0.11858190709046455,0.0,-0.0060392557930192044,0.09574328412736469,3.263717988096679,7.639175257653205,0.45,0.35,0.2,0.7,0.4,0.2,0.1,0.1
0.047,47,953,0.5018011899128755,0.2867411520268456,-0.008827164806189385,-1.1704404420041878,0.0029179289719297,0.9998594887688348,0.9969415597969051,0.2647949400488908,0.5007528753256701,0.7450158854098966,0.4802209453610058,0.03993831575183264,-1.2709404663997992,87,1.0930232558139534,3,43,0.5206595744680851,0.29242313240538337,0.2127659574468085,0.2765957446808511,-0.05231109716031895,0.00277845364575598,0.040829069110679364,0.0024064086304739704,0.016693437171143834,0.0020563010959110985,0.0061760963851755155,0.009320149462453738,0.6015494184099484,0.24316808870809895,0.18610155167640402,0.08515108104580267,0.031551475624148055,0.24316808870809895,0.5459721970544538,-0.05231109716031895,0.09827283292542233,1.007566524296556,-0.07206279460755566,-1.6548328246662394,0.09827283292542247,0.4283673059319953,0.09698791857616537,0.0,0.05816831683168317,0.0,0.07374658611480116,0.12554419414614543,3.2512943114961264,4.276595744589859,0.45,0.35,0.2,0.7,0.3,0.1,0.2,0.1
0.092,92,908,0.4983467885827832,0.29199924484697537,-0.04809312678533238,-1.2314741229158794,0.0008767672992286,0.9987867979275312,0.9979100306283026,0.23032121621732995,0.5071501118574773,0.7529163997903895,0.5225951835730596,-0.01762858923349792,0.5555891716176293,171,1.0823529411764705,2,85,0.5026630434782609,0.28553311226446726,0.2608695652173913,0.2391304347826087,0.002393081435223654,0.007799479389934385,0.10076911645324992,0.008567412396449817,0.021334636090262444,0.004025404794822985,-0.011029810598256829,0.0036762340998595447,0.6025665581306263,0.02798551808778269,0.3555969673201246,0.06984738748173715,0.05233660037790396,0.3555969673201246,0.5057664732675484,0.0023930814352236523,0.9397521836798548,0.02698665645319295,0.002375799382355437,0.0756003823361844,0.9397521836798504,0.5025737406627083,0.9352370850159649,0.0,0.11246943765281174,0.0,0.04156983192459456,0.11346006512162422,3.2828847031642043,4.9565217390765595,0.45,0.25,0.3,0.8,0.1,0.2,0.1,0.2
0.002,2,998,0.48281329033403203,0.2901632026010687,0.014896846660233685,-1.2260716090534924,0.0004049064958321,0.9977039325359311,0.997299026040099,0.22073874971581514,0.49380770135274976,0.7236529402611396,0.5029141905453245,-0.0020060180541624866,0.07316387013472568,5,1.0,1,2,0.7225,0.0075,0.0,0.0,0.03620254999088859,0.003226907991207022,-0.04867696657968253,0.003226907991207022,0.03801675723273289,0.003226907991207022,0.0005443065932857987,0.003226907991207022,0.9418837675350702,0.5502373766246719,0.7865636643112608,0.5982995764302091,0.007265305032899618,0.7865636643112608,1.9423659223990417,0.03620254999088861,0.25271976740595337,0.5973607868115077,0.23088441753715716,1.1444299575690118,0.25271976740595453,0.7274549098196392,0.2984144144144145,0.0,0.0025,0.0,-0.021547481246391862,0.5250501002004008,-0.0,16.1999999919,0.6,0.3,0.1,0.9,0.7,0.1,0.0,0.0
0.118,118,882,0.49250015470489195,0.2914294612489046,0.004656021002800059,-1.243776934249415,9.814395246010577e-05,0.9999817213653828,0.9998835774129227,0.23147343288004202,0.49087872437816515,0.7538051651497499,0.5223317322697079,0.0499636517725612,-1.6974642853295625,198,1.1919191919191918,3,99,0.5375847457627119,0.29328710773560845,0.211864406779661,0.2966101694915254,0.04598881485503648,0.0034902365549156628,0.00953547821628411,0.001713906566661677,-0.04607895652827664,0.004768364555403214,0.01865059681951478,0.00397388417061139,0.5643472078096775,0.1378847436701075,0.01841258568690418,0.13766496146891782,0.05951657066702853,0.1378847436701075,0.35347886149295804,0.0459888148550365,0.14615600968860926,0.8351833224827928,0.0415631203341284,1.4543777939977658,0.14615600968860837,0.5410373188823552,0.14723638111302798,0.0,0.1435523114355231,0.0,0.010922596181634173,0.0759493062761828,3.271052935672286,8.440677966030163,0.45,0.35,0.2,0.7,0.3,0.1,0.2,0.1
0.023,23,977,0.4956954844891835,0.2912702048361118,0.0381824207378291,-1.1945159349733308,0.0023687411091678,0.9987784186855744,0.9964096775764065,0.2473719240768646,0.4966799431439033,0.7457277031130783,0.49835577903621375,-0.023565573770491795,0.7524927226660314,47,1.0,1,23,0.4756956521739131,0.250065284481544,0.17391304347826086,0.21739130434782608,0.026046120312156078,0.007489251324817151,-0.01060276286416579,0.004505839756958882,0.05203020553170737,0.0030090838910774766,-0.015329117538647555,0.0038926438281252917,0.6226692181033332,0.15187736049496245,0.06025871183450979,0.3297427364615188,0.09809213860150127,0.3297427364615188,0.6399709473924923,0.026046120312156085,0.41064444917937926,0.3865340433031437,0.05090002635765034,0.8231058261122455,0.41064444917937737,0.5511103199679587,0.4017486410376627,0.0,0.028606965174129355,0.0,-0.04173416964272028,0.17508121578923946,2.7314193061059857,11.095652173430626,0.45,0.35,0.2,0.7,0.3,0.1,0.0,0.1
0.023,23,977,0.5083388701295245,0.28934854101399377,-0.029670573748077588,-1.1921280923310398,0.0008254034389332,0.99791044509563,0.9970850416566968,0.2635579674652365,0.5147336174152547,0.7593116991356069,0.4957537316703704,0.06544012829650749,-2.092470311988152,43,1.0952380952380953,2,21,0.4612173913043478,0.26063617095596303,0.21739130434782608,0.21739130434782608,0.005401704885392924,0.00493893183655875,-0.06643168921457535,0.004242751362688195,0.00668310891981073,0.0023958879622438863,-0.0011452319759120732,0.0018624355597589744,0.6320590983934851,0.015451669594397258,0.4447248043088647,0.05866658469742565,0.021316023846212666,0.4447248043088647,0.5401590824469003,0.005401704885392925,0.864534753473477,0.06321754381471222,0.010289670029629883,0.17064849410268335,0.8645347534734787,0.5069645320635485,0.9092831171717196,0.0,0.028606965174129355,0.0,0.00879661046942528,0.17000801032441815,2.827059781767714,8.486956521370134,0.45,0.25,0.3,0.7,0.1,0.2,0.2,0.1
0.082,82,918,0.5000203233254008,0.28788915504388995,-0.01632325993873443,-1.1759633083117318,0.0003681262639372,0.9985366223816032,0.998168496117666,0.2521352704566599,0.49490029913227707,0.7410826334427847,0.4889473629861248,0.056719951059924986,-1.8014037356177175,143,1.1549295774647887,3,71,0.453890243902439,0.2649965948284472,0.25609756097560976,0.15853658536585366,-0.0060994519036720075,0.002330169835280411,0.011191747127961171,0.002298399981357436,0.020333636914002872,0.0043475394913324375,-0.08576776443759723,0.008517768379013843,0.5923534725543333,0.034297280998307596,0.045214057336342185,0.046335125827774326,0.3121857953521337,0.3121857953521337,0.4380322595145578,-0.006099451903671999,0.8472392274958409,0.07199394443671012,-0.006412151428644597,-0.1926922112279405,0.8472392274958375,0.49404856793665974,0.8582657113386936,0.0,0.10049019607843138,0.0,0.020289774149545324,0.0962657420691854,3.2145405347844243,14.829268292502086,0.45,0.25,0.3,0.7,0.1,0.3,0.2,0.3
0.07,70,930,0.5027984040419257,0.2774876929411839,0.026433598861714248,-1.1270022202700996,1.320603975274448e-05,0.9986377476891748,0.998624541649422,0.26833704013925025,0.5048676544395656,0.7331890958457704,0.46485205570652016,0.016823004767030584,-0.5361282303087627,129,1.09375,2,64,0.5160571428571428,0.27413900987399414,0.2,0.22857142857142856,-0.05706573317521257,0.0075404779645327664,-0.018633303955223095,0.007419647974832305,-0.0249230593750384,0.003351743065287488,-0.06245140219844275,0.005755385573697543,0.6002611367127496,0.22444985835863912,0.07255848883911173,0.09152065229481585,0.2545981619949983,0.2545981619949983,0.643127161487565,-0.05706573317521252,0.07126424322539267,1.1471283223932265,-0.06367315963249504,-1.8057140011713626,0.07126424322538996,0.4383256528417819,0.08493927473806541,0.0,0.085995085995086,0.0,-0.05396810215966462,0.1412826420890937,3.2673431971477496,4.85714285707347,0.6,0.3,0.1,0.8,0.3,0.1,0.2,0.1
0.022,22,978,0.499558693898694,0.27921210720669815,-0.020257655223291,-1.1550829341658602,0.0013169797573581,0.997726390443999,0.9964094106866409,0.266538537054435,0.502269137635139,0.7369114299992164,0.47037289294478146,-0.022517911975435012,0.7194031052121075,45,1.0,1,22,0.47845454545454547,0.2820852107355195,0.22727272727272727,0.18181818181818182,-0.07863302702546394,0.007037884024490944,0.022280835488835415,0.002294628196480581,0.022574902143485606,0.0028280805989654937,0.059266372108537406,0.010286476046500678,0.7083100948131623,0.5285281002624397,0.15293466623605123,0.13133874963883582,0.3945258991408053,0.5285281002624397,1.2073274152781321,-0.07863302702546396,0.01287034932630625,1.8904096653389457,-0.15648400762078263,-2.4918224126728794,0.012870349326306343,0.3441624837330359,0.012334468664195852,0.0,0.02736318407960199,0.0,-0.005765251416875306,0.2529512920617215,2.8453509366224368,6.3272727269851226,0.45,0.35,0.2,0.7,0.3,0.1,0.0,0.1
0.047,47,953,0.5034414937999605,0.2900943745542039,0.025745745099954143,-1.2128612350000103,0.0060831760494739,0.9999602369921904,0.9938770609427164,0.2582091601774194,0.5108706859319735,0.7554806981359359,0.4972715379585165,0.017611299839084573,-0.5613142986723836,89,1.0681818181818181,2,44,0.4525744680851064,0.32896735559968404,0.3191489361702128,0.2765957446808511,-0.028276417755544427,0.0021433202362033076,-0.031198968585274444,0.003271345789502715,0.007282357874084444,0.0055500470907306546,-0.05316393845321149,0.003351789990091069,0.5928646379853095,0.13673955311259833,0.13014423552565488,0.04694643220400954,0.2429095726741429,0.2429095726741429,0.5567397935164057,-0.028276417755544424,0.37172915402305867,0.42977337666370247,-0.038509816007359476,-0.893641544981822,0.3717291540230498,0.4629501462347347,0.3907426724228831,0.0,0.05816831683168317,0.0,-0.0535674778630549,0.11732267643053293,3.0937836847282574,14.489361701819377,0.45,0.35,0.2,0.7,0.3,0.1,0.2,0.1
0.044,44,956,0.5059494916494496,0.28944702740154127,-0.028949069061966957,-1.2073135819020693,0.0004118877461153,0.9991285745237166,0.9987166867776013,0.25550287150288103,0.5095406096228894,0.7700138076398129,0.5145109361369318,0.025249881009043317,-0.8042858342517586,83,1.0731707317073171,2,41,0.5476363636363636,0.30127721234385774,0.1590909090909091,0.3181818181818182,0.00014541749617751735,0.006611431252868758,-0.017320413871746525,0.004148130904902632,-0.025617063685472726,0.006372298715186318,0.008297874875250248,0.004257820015994056,0.5423640167364017,0.005419236936869433,0.08271385568786893,0.12237932572985537,0.04267941530889543,0.12237932572985537,0.25319183366348913,0.0001454174961775124,0.9963355257096109,0.0015943840404967775,0.00020080244742837206,0.00459390423761949,0.9963355257096109,0.4995958539368581,0.9929719201115074,0.0,0.054455445544554455,0.0,-0.08693709525900835,0.11449220235831115,3.180912450716138,7.363636363469008,0.45,0.25,0.3,0.8,0.0,0.0,0.2,0.0
0.023,23,977,0.48416611840797835,0.28998559648370714,0.08963686174854173,-1.1581555004703263,0.0010613402137922,0.9999133350750652,0.998851994861273,0.24306341908695,0.4739893541536623,0.7375099093625092,0.49444649027555915,-0.0235655737704918,0.7524927226660314,47,1.0,1,23,0.383,0.3072748380309662,0.4782608695652174,0.21739130434782608,-0.02199454520696489,0.006172599308169468,-0.004036761565090964,0.006172599308169468,0.006787537926419244,0.007218887316602926,0.004103523420514407,0.005722131450721521,0.5400738729918562,0.13880235371085445,0.016518403543869797,0.039360976992978976,0.022119740533190883,0.13880235371085445,0.2168014747808941,-0.021994545206964873,0.4872165510374724,0.3122779668814374,-0.04203999242024253,-0.6950008399789429,0.48721655103747397,0.4590805927640069,0.50206758452297,0.0,0.028606965174129355,0.0,0.04180632206145581,0.15716924035423435,3.000972825245975,7.308695651856144,0.45,0.35,0.2,0.8,0.2,0.1,0.0,0.1
0.04,40,960,0.5030580783693734,0.2903104305520422,-0.06641429047122187,-1.2004656023396185,0.0005618438438418,0.9988407333166928,0.9982788894728509,0.2472355633409906,0.5198711835661145,0.7521771778236238,0.5049416144826332,-0.015667361835245048,0.49710573935027946,79,1.0256410256410255,2,39,0.5342749999999999,0.3383417641601462,0.3,0.425,-0.0031527391482605877,0.00831146591023538,0.0017438586450951733,0.003586068663191184,-0.001492488296472063,0.008831577130127517,0.030955155529341753,0.004902794363850514,0.546484375,0.01283655837596152,0.009099966729816372,0.005689953922007699,0.154202751866487,0.154202751866487,0.18182923089427258,-0.0031527391482605895,0.9206826008873995,0.03589006409299419,-0.004619756045809997,-0.09959911250103738,0.9206826008874014,0.49606770833333336,0.932984856923733,0.0,0.04950495049504951,0.0,-0.043646875300949094,0.10208333333333333,2.9740244208650215,12.999999999675,0.6,0.2,0.2,0.8,0.1,0.1,0.2,0.1
0.074,74,926,0.49591441397507097,0.2873013698666508,0.026472581710334394,-1.1716493975104942,0.0014112706391579,0.9982767018150824,0.9968654311759245,0.2513480578301249,0.4911892456212201,0.7396016727716835,0.4882536149415586,-0.03621621621621622,1.1462542217407885,143,1.0422535211267605,2,71,0.5123513513513513,0.29550855991774644,0.22972972972972974,0.2972972972972973,-0.0011208433332843383,0.004359777733937861,-0.018082040408900144,0.007556046510317183,-0.027814210161907865,0.0019675941867304397,-0.03665342306033087,0.00467635079892249,0.558928258712276,0.0041985208784809415,0.07736959370544333,0.10814721134072466,0.14067631534318864,0.14067631534318864,0.3303916412678376,-0.0011208433332843253,0.9717608973611856,0.012440580475657635,-0.0012311111904689254,-0.03540873865759499,0.9717608973611856,0.49874496526764345,0.9714723600042047,0.0,0.09090909090909091,0.0,0.011692339147864701,0.09300391103846828,3.2976431053825834,2.4864864864528853,0.45,0.25,0.3,0.7,0.1,0.2,0.1,0.2
0.103,103,897,0.5078349519478655,0.2885140096055004,-0.05669868336154731,-1.187482324691446,1.4555154796425109e-05,0.9978042768263112,0.9977897216715148,0.2694618279276554,0.5151939347886867,0.7582130201162183,0.4887511921885629,-0.006707264216366148,0.2089049419646461,187,1.10752688172043,3,93,0.45385436893203884,0.29005427706889786,0.3300970873786408,0.22330097087378642,-0.02218736822370409,0.0035263860685976235,-0.01580961389798693,0.0045807105674669155,0.021101694021349773,0.004461483685467914,0.11142930020169518,0.00953853830343361,0.6098537736359603,0.08279106758108565,0.05313330068819076,0.07339983493784723,0.37057693315280626,0.37057693315280626,0.5799011363599299,-0.0221873682237041,0.48340604124392383,0.3156879264097389,-0.021126193021505812,-0.7010968003316319,0.48340604124392605,0.4798735807600307,0.5030905014572069,0.0,0.12560975609756098,0.0,0.006803019015537961,0.1036708120920869,3.2642334469221987,7.776699029050713,0.45,0.25,0.3,0.7,0.2,0.3,0.2,0.3
0.074,74,926,0.5094613766299322,0.2912067111338206,-0.005102136214555798,-1.2328094280285986,8.190418273301692e-05,0.998951260903625,0.9988693567208919,0.2478747851583576,0.5020964028066797,0.7715299678209426,0.523655182662585,-0.021621621621621612,0.6833082517323923,141,1.0571428571428572,3,70,0.5190675675675676,0.30338376959033264,0.2702702702702703,0.28378378378378377,-0.01377935855497416,0.005894120714796551,0.0040582483990666334,0.004041166032862451,-0.08055372898160484,0.00955910695575191,0.024821078845155945,0.002591170085961013,0.5939670772284164,0.052214565878730475,0.01721047763084316,0.3017717728517557,0.07838251984938914,0.3017717728517557,0.4495793362107185,-0.013779358554974168,0.6634047438434774,0.17822142727285373,-0.014984931564055226,-0.435346949414081,0.663404743843475,0.48761018037475923,0.7226656849354705,0.0,0.09090909090909091,0.0,0.04551861317623896,0.12204483100811395,3.2598093482005437,5.999999999918918,0.45,0.25,0.3,0.7,0.1,0.2,0.1,0.2
