X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_auc_self_delta,caafe_kl_density,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask,llm_ctx_domain_prior,llm_ctx_domain_confidence,llm_ctx_stats_consistency,llm_ctx_surprise,llm_ctx_confidence_delta,llm_ctx_counter_strength,llm_ctx_cause_type,llm_ctx_n_causes,llm_ctx_stats_agreement
0.04,0.9966277113501172,1.015324602953469,0.02453368395616795,0.8281050852010021,0.7291666666666666,1.6047735872172624,-0.37478912433386946,0.08007856513639545,0.6458333333333334,0.02,1.0,1.6863866174714919,0.0,0.20441241840665214,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4083814266171375,0.4177582086023494,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.01,1.001051836804454,1.0024125452352228,-0.00520912451982268,0.34601042602426557,0.5,0.36934110566016887,-0.2487298488622867,0.7031426516685375,0.6262626262626263,0.004949494949494949,1.0,1.024756731619342,0.0,0.12812296177670351,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4977408838447737,0.41951059531405516,0.0,0.95,0.8,0.1,0.0,0.1,0.0,1.0,1.0
0.01,0.9979497022988462,1.0054945054945055,0.012148803451812906,0.5742606800880634,0.5,0.6228189314454434,-0.3944558631437829,0.4057161336061914,0.7601010101010102,0.004949494949494949,1.0,0.9176905627193147,0.001740968076579418,0.20761445170630066,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.2539866286772363,0.27359797752774373,1.0,0.85,1.0,0.1,0.25,0.6,1.0,1.0,1.0
0.03,0.9939918170760178,1.0032967032967033,0.0323052877860279,0.6766598443553895,0.8257575757575758,1.2268075790120827,-0.37531163030803666,0.058849748621976075,0.6176975945017181,0.014845360824742268,1.0,2.151262547917614,0.0,0.2071341382483658,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5901566058537884,0.3496648731356774,1.0,0.95,1.0,0.0,0.0,0.1,1.0,1.0,1.0
0.01,1.0012088527434708,1.0047632390025216,-0.005846034977646859,0.4633344550331444,0.5,0.38982272053957917,-0.2754156836552069,0.6276722649613194,0.7297979797979798,0.004949494949494949,1.0,1.0384149666205282,0.0,0.1698945975880956,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5857328533723556,0.4016240609394006,1.0,0.85,1.0,0.0,0.0,0.1,1.0,0.8,1.0
0.03,0.9937036260419412,1.0,0.03032685803513621,0.6963459381439989,0.5984848484848485,1.0324236498496349,-0.33877420590144675,0.1104165448255005,0.5352233676975946,0.014845360824742268,1.0,1.2345321134217133,0.0,0.17369891816980482,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.591284132155078,0.33904250246259393,1.0,0.8,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.01,0.9984841467555396,1.0021715526601518,0.009688466703384746,0.5519454950396053,0.5,0.566909224551449,-0.36821483207823197,0.44596798729737563,0.7525252525252525,0.004949494949494949,1.0,0.9314763563174628,0.0,0.2027672446286488,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.364261159063023,0.27359797752774373,1.0,0.85,1.0,0.0,0.05,0.1,1.0,0.8,1.0
0.01,0.9979585957454432,1.0069118053635608,0.010972583829178595,0.5255478246827239,0.5,0.5038716684413796,-0.3439221464479245,0.44596116383446693,0.7601010101010102,0.004949494949494949,1.0,1.0648830448252895,0.0,0.1898625309827469,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4419812480726986,0.27359797752774373,1.0,0.9,1.0,0.0,0.05,0.05,1.0,0.8,1.0
0.02,0.9974213826490915,1.0081383519837235,0.014765236449122698,0.7933143818117517,1.0,0.7999478472253772,-0.33798667513547853,0.35585004945590837,0.6989795918367346,0.01,1.0,1.6849565849002393,0.0,0.18321851253415938,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5188180045893698,0.4307170782773865,1.0,0.95,1.0,0.0,0.0,0.1,1.0,1.0,1.0
0.05,0.9916987976444857,1.1071428571428572,0.059127071775790574,0.9133785213432597,0.5845094086021505,1.6855441971598084,-0.33373828099716696,0.041324879007066606,0.5473684210526316,0.024736842105263158,1.0,2.2909662441177097,0.0,0.19512197141122356,0.9479166666666666,0.0,0.5841733870967741,0.0,0.3637432795698925,0.0,0.036842105263157676,19.867570918750257,-1.1719284773372258,0.3482882408419132,1.0,0.9,0.95,0.1,0.0,0.2,1.0,1.0,1.0
0.02,1.0052363932376558,1.0034071550255534,-0.02257564602807005,0.6144024034164924,0.9897959183673469,0.5991212976793495,-0.26464489873141583,0.5301029536060985,0.7142857142857144,0.01,1.0,1.1820268189941703,0.0,0.1658713247903486,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5457883120584048,0.3368300415694317,1.0,0.95,1.0,0.0,0.0,0.15,1.0,0.8,1.0
0.07,0.9881675370593832,1.0311436796650093,0.06185775908153182,1.1395741438594968,0.7473118279569894,1.6179690646249139,-0.2899646759873003,0.17670219481694005,0.5076804915514592,0.03462365591397849,1.0,3.1155188987837676,0.0,0.13720217934524775,0.9301075268817204,0.6836133512544803,0.7473118279569894,0.24649417562724008,0.18279569892473102,0.2,0.05584795321637426,21.217891743265707,-1.6429154348087216,0.4288221816154821,1.0,0.8,0.9,0.1,0.05,0.2,1.0,1.0,1.0
0.02,0.9966599932066782,1.015435501653804,0.018782750890291577,0.4520062001319707,0.7448979591836735,0.9733998070377623,-0.389408161334726,0.08704589949145437,0.6581632653061225,0.009795918367346938,1.0,0.6639385909492508,0.0,0.24593887605005435,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5414949308749797,0.3068989318915591,1.0,0.9,1.0,0.1,0.0,0.25,1.0,1.0,1.0
0.01,0.9977652534349039,1.0030138637733577,0.014039316445711436,0.36872802350549994,0.5,0.05905756066872713,0.05207213560254903,0.8624805631649801,0.6464646464646465,0.004949494949494949,1.0,0.6082998478669839,0.0,0.11404428166410849,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.0875243796502114,0.26547851949498485,0.0,0.9,1.0,0.0,0.0,0.1,0.0,1.0,1.0
0.02,0.9944218004513984,1.0035291152004033,0.028804801752843834,0.7628734502172353,0.6122448979591837,0.9330765698965149,-0.3751416563219744,0.28415022094734765,0.6122448979591837,0.01,1.0,1.5964529602516058,0.0,0.17009534331249376,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4040846842185162,0.3068989318915591,1.0,0.9,1.0,0.0,0.05,0.1,1.0,0.8,1.0
0.04,0.9924428934515698,1.0447761194029852,0.04661939268147974,0.9728312218808888,0.9479166666666666,1.5841083137240035,-0.34770835304133957,0.12377171236565884,0.671875,0.02,1.0,2.003744965258816,0.0,0.1781488305958035,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3074341516213623,0.27428295783202533,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.03,0.9948649983819405,1.0281612368856983,0.03017926101672691,0.22477002258064938,0.6063762626262627,0.5109795122876114,-0.2014727122540075,0.40740195983659366,0.46563573883161513,0.014845360824742268,1.0,1.617387836613736,0.0030464741723606353,0.12400355342756227,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4051462706717774,0.3192090563972978,1.0,0.85,1.0,0.0,0.0,0.15,1.0,0.8,1.0
0.01,0.9977530941473685,1.0010101010101011,0.012035798245690621,0.37153010227079025,0.5,0.5531478040323101,-0.3658159496774576,0.5103916240050157,0.744949494949495,0.004949494949494949,1.0,1.024756731619342,0.0,0.2257625761862222,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4704593449592582,0.2910364130811009,0.0,0.9,0.2,0.4,0.0,0.15,0.0,1.0,0.0
0.05,0.9897059441735331,1.0543259557344065,0.05460646936581623,0.21426537581881935,0.2363911290322581,0.009592017100144413,0.004253942016141488,0.6295317621710045,0.3263157894736842,0.024736842105263158,1.0,2.4545768099997933,0.003974630609531064,0.013324600717630794,0.3802083333333333,0.4845430107526882,0.2363911290322581,-0.10433467741935487,0.14381720430107522,0.7,0.41052631578947363,20.350634873344582,-1.6120316664742882,0.4193714356684172,1.0,0.9,1.0,0.0,0.05,0.1,1.0,1.0,1.0
0.02,0.9961917828711445,1.0077499354172044,0.02130034369034206,0.5136558379538603,0.8571428571428572,0.9026161859516287,-0.36730301807602245,0.252245955615207,0.75,0.01,1.0,1.6260932012106064,0.0,0.21619559981774414,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5420307682949859,0.3368300415694317,1.0,0.85,0.95,0.05,0.0,0.15,1.0,1.0,1.0
0.01,0.9983393396349634,1.003781194857575,0.008975281086084419,0.374355297331078,0.5,0.4782230646532189,-0.32280233037020484,0.5559021336014293,0.7146464646464648,0.004949494949494949,1.0,0.16144054210901215,0.0,0.1819612605424146,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5321693131535947,0.2910364130811009,0.0,0.95,0.9,0.1,0.0,0.1,0.0,1.0,1.0
0.01,0.9982457363260375,1.006392694063927,0.009421476427104891,0.5750242804256848,0.5,0.47632749977139965,-0.30517644518212117,0.5558985772681461,0.7121212121212122,0.004949494949494949,1.0,0.9899060111770472,0.0,0.17259698443168198,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.450270041659567,0.22964058887157882,0.0,0.9,0.9,0.1,0.0,0.1,0.0,1.0,0.9
0.05,0.990483449353691,1.04247572815534,0.058131178935579786,1.0931619535723285,0.7775537634408601,1.938009859401362,-0.3683518464119811,0.038272461738105674,0.5789473684210527,0.024736842105263158,1.0,2.2324345730183834,0.0,0.17891172621099308,0.9946236559139785,0.7723454301075269,0.7721774193548386,0.22227822580645162,0.22244623655913986,0.07652250047505924,0.1473684210526317,20.31917693401177,-1.4008347630899318,0.3284597517854178,1.0,0.95,1.0,0.0,0.0,0.15,1.0,0.8,1.0
0.02,0.9981611036092581,1.0043196544276456,0.013053986746569435,0.5931078113709446,0.8775510204081632,0.8891931182960253,-0.35839049459534067,0.26259760629071016,0.7193877551020409,0.009795918367346938,1.0,1.6709358551290192,0.0,0.21224822444503383,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3978273663350942,0.2978247800236863,1.0,0.8,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.04,0.9928177882723337,1.0295485636114912,0.04365080073755767,0.04789801807672796,0.5,0.09980586872694909,-0.04413854334184719,0.9649230867335369,0.359375,0.019583333333333335,1.0,2.0341632729088523,0.0,0.04791627692351459,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4029186771108468,0.4177582086023494,1.0,0.85,1.0,0.0,0.05,0.2,1.0,1.0,1.0
0.02,0.996535686670209,1.0494354592615196,0.022194358674808123,0.49345382631086737,0.826530612244898,1.1409171186759135,-0.4092772100799454,0.082598882672179,0.7653061224489796,0.01,1.0,1.4157363611175273,0.0,0.2611222669794716,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.2924053472588475,0.3068989318915591,1.0,0.85,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.04,0.994676174425629,1.0296495956873317,0.039822518144334074,1.009791270888055,0.9270833333333334,1.796240160940158,-0.3825220532589159,0.031176997286121437,0.7109374999999999,0.02,1.0,1.9852342823367508,0.0,0.19694966179088003,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.1884859413141595,0.3672391053155955,1.0,0.9,1.0,0.0,0.05,0.1,1.0,0.8,1.0
0.04,0.9931941740863174,1.023645615085304,0.0444521726108858,0.93277783624229,0.6875,1.3330664876274396,-0.3335318914956012,0.12377058521429223,0.6223958333333334,0.019583333333333335,1.0,2.402275110014279,0.0,0.182255347467015,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3035169128281878,0.3256060944026408,1.0,0.95,1.0,0.0,0.0,0.15,1.0,1.0,1.0
0.04,0.9933751186972266,1.0215648327343103,0.04043611516228901,0.9759314438148323,0.9947916666666666,1.4857353531473134,-0.3665147179390156,0.14672284938063868,0.6744791666666666,0.02,1.0,2.088697832989211,0.0,0.20608328292763478,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4933353845415467,0.3788967922965065,1.0,0.95,1.0,0.0,0.0,0.15,1.0,1.0,1.0
0.04,0.9932948606360765,1.0082776185928048,0.0413445767009622,0.9507403478361224,0.921875,1.4799447544473863,-0.34158606092138877,0.06348289697158953,0.6588541666666666,0.02,1.0,1.145135943338646,0.0,0.17991532710519131,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3653516890152357,0.31624548595456314,1.0,0.95,1.0,0.0,0.0,0.1,1.0,0.8,1.0
0.01,0.9969115578642374,1.0121326503100565,0.014900980899247407,0.5136042881186618,0.5,0.569560711635818,-0.39525517209747657,0.38644108459042525,0.75,0.004949494949494949,1.0,0.9899060111770472,0.0,0.20895726980471324,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5644483529991238,0.3853683052925148,1.0,0.85,1.0,0.0,0.05,0.1,1.0,0.8,1.0
0.01,0.9979129637474963,1.0004967709885741,0.009935787474132624,0.411831753762092,0.5,0.45106747078778636,-0.2999773537092617,0.652435451794332,0.6919191919191919,0.004949494949494949,1.0,0.7125734613239687,0.0,0.16882687430130683,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.626454055020128,0.2910364130811009,0.0,0.9,0.2,0.5,0.05,0.25,0.0,1.0,0.3
0.04,0.9915126275541268,1.0348146051514293,0.047547106765474134,0.8932418363862772,0.875,1.4784790369887968,-0.34353567543278785,0.11745695114554348,0.6640625,0.02,1.0,2.148250387938462,0.0,0.1879532718876638,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5002823554112608,0.40408471472284974,1.0,0.9,1.0,0.1,0.0,0.2,1.0,1.0,1.0
0.02,0.9968128254731515,1.0181488203266784,0.020979291189545557,0.7691445762501379,1.0,0.9551710160484068,-0.36414169300299815,0.18775300060425593,0.7755102040816327,0.009795918367346938,1.0,1.230620962226795,0.0,0.2006375306434151,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3203921753751253,0.35954360304555594,1.0,0.95,1.0,0.0,0.0,0.1,1.0,0.8,1.0
0.01,0.9976149066389639,1.0103554436048139,0.01343085544375544,0.36621356829083296,0.5,0.09681143806517668,0.08469903844040633,0.9723641164014474,0.6262626262626263,0.004949494949494949,1.0,0.9445435888934437,0.0,0.12128625414575694,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3925116251938443,0.27359797752774373,0.0,0.9,1.0,0.05,0.0,0.1,0.0,1.0,1.0
0.02,0.9957026157957449,1.0097560975609752,0.023007266183721453,0.6280059026518828,0.4285714285714286,0.8514761667318543,-0.33479735664959387,0.28415889036972897,0.6198979591836735,0.01,1.0,1.6359398544308876,0.0,0.16539814855232055,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.432925161288919,0.28913735946085306,1.0,0.8,1.0,0.0,0.05,0.2,1.0,0.8,1.0
0.01,0.9985192476102205,1.0,0.009890790549761996,0.4392088855496998,0.5,0.5858128408556017,-0.3822884984553701,0.38644250954941284,0.7727272727272727,0.004949494949494949,1.0,1.0701372645902985,0.0,0.223668978835648,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.2972564495655525,0.2577123091591796,0.0,0.33,0.5,0.0,0.17,0.2,0.0,1.0,0.5
0.05,0.9904933113925793,1.0675627874071456,0.06613923761499829,0.5890052497581262,0.6821236559139785,1.513947860342595,-0.2959452125726292,0.07138816632665826,0.5421052631578948,0.024736842105263158,1.0,2.5820466026888607,0.0,0.15391319579460722,0.953125,0.0,0.6873319892473119,0.0,0.26579301075268813,0.0,0.10526315789473684,20.599049530351728,-0.9777958823283028,0.3284597517854178,1.0,0.95,1.0,0.0,0.0,0.15,1.0,0.8,1.0
0.02,0.9975778190063906,1.0154329808516718,0.014217989479534426,0.5952176123729548,0.6938775510204083,0.8451989523669363,-0.3247877809718155,0.23243008569157286,0.6198979591836735,0.01,1.0,1.6556464833848867,0.0,0.16656012557566802,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5816664292108689,0.5411340426841155,1.0,0.85,1.0,0.0,0.0,0.15,1.0,1.0,1.0
0.02,0.996024234334275,1.0182592818015823,0.025702368614126003,0.665704574554942,0.6938775510204082,1.2190226540694002,-0.44445045069394706,0.07832982778757173,0.635204081632653,0.01,1.0,1.5592438595478857,0.0,0.236232807745407,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.1611665204507202,0.3163958834918626,1.0,0.95,1.0,0.0,0.0,0.15,1.0,1.0,1.0
0.02,0.9995851744677745,1.004847831941826,0.0021542471195592147,0.7163969309657366,0.9795918367346939,0.684877337929526,-0.3042792275362515,0.42360215629035414,0.6709183673469388,0.01,1.0,0.38249336113897675,0.0,0.1712844920153631,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5746678788109834,0.5137292013324988,1.0,0.9,1.0,0.0,0.02,0.15,1.0,0.8,1.0
0.08,0.9999208766863155,1.3124999999999996,0.021547834012813405,0.5889999453308977,0.39653524492234166,0.38972516940597524,-0.04422788605697148,0.37236440809374016,0.2554347826086956,0.03826086956521739,1.0,3.151160078489131,0.030841986875863165,0.039344947328273566,0.3839904420549582,0.6917204451926674,0.39653524492234166,-0.3077300031377092,-0.012544802867383464,0.1,0.4660818713450294,19.845678627882723,-0.013117579826169123,0.34435689770027694,0.5,0.7,0.9,0.2,0.05,0.45,0.5,1.0,1.0
0.07,0.9988184950208004,1.0,0.020983597047832758,0.12016171468465332,0.43548387096774194,0.09952075181715556,0.016208485618941837,0.749884089397065,0.24039938556067592,0.03387096774193549,1.0,2.852997456909741,0.03350891569555827,0.052549279510573685,0.4318996415770609,0.31516203703703705,0.4318996415770609,0.11673760454002385,0.0,0.7,0.5505847953216374,19.817234796923664,-0.5203034249049221,0.27637358186381455,0.5,0.8,1.0,0.0,0.25,0.75,0.5,0.8,1.0
0.08,0.9964625066842169,1.0,0.04287188536227626,0.5552498855570932,0.6081242532855436,1.025728760980596,0.09538980509745121,0.039632968389779595,0.3111413043478261,0.03739130434782609,1.0,3.0395124951025534,0.030837864116631787,0.06537659513516936,0.6205495818399044,0.3491435088209282,0.6099163679808841,0.2714060730189762,0.010633213859020274,0.4,0.28888888888888875,19.187248167443858,-0.29710302499770114,0.24452543675163724,1.0,0.8,1.0,0.0,0.05,0.2,1.0,1.0,1.0
0.1,1.006091157319891,1.0,-0.07695546284189936,0.4683447229695596,0.24814814814814815,0.5878432715026386,0.05670498084291198,0.4028386056804658,0.20555555555555555,0.04777777777777778,1.0,3.5885880265555956,0.07600351045385866,0.017328259459627973,0.2898148148148148,0.44814814814814813,0.24814814814814815,-0.15833333333333333,0.04166666666666666,0.4,0.5750000000000001,18.139805259606714,-0.19008018142540628,0.28261378093134015,1.0,0.8,0.9,0.1,0.05,0.2,1.0,1.0,1.0
0.09,1.005598175409496,1.0,-0.0526681993032674,0.1858734065699386,0.4922341696535244,0.3609047967355959,0.030735547976927236,0.47046097139670107,0.24084249084249085,0.04351648351648352,1.0,3.0335652856279616,0.054927955495957255,0.050394150826670814,0.5292712066905615,0.7084229390681003,0.481242532855436,-0.17915173237753879,0.04802867383512549,0.2,0.35935672514619876,19.113752400871867,-0.5020687172542018,0.4062920061167553,0.5,0.7,1.0,0.0,0.05,0.3,0.5,1.0,1.0
0.07,1.0040589617603075,1.0,-0.04497354791454258,0.5437333703029863,0.3333333333333333,0.7173846430253753,0.08003601885693101,0.08482512504612034,0.3590629800307219,0.03387096774193549,1.0,2.3523829949158723,0.02866908370731401,0.059242914291317894,0.33154121863799285,0.0,0.3279569892473118,0.0,0.0035842293906810374,0.0,0.19035087719298238,20.050857533290593,-0.8493215430759808,0.4427678974905083,1.0,0.85,0.95,0.05,0.0,0.2,1.0,1.0,1.0
0.12,0.9944525673002493,1.0,0.07171790703909806,0.7012293402847377,0.41542145593869734,0.5191306095258555,0.04532392894461845,0.27505586256139003,0.1941287878787879,0.057272727272727274,1.0,3.619076038540098,0.019315484057810042,0.03090870484880953,0.4264367816091954,0.0,0.41829501915708817,0.0,0.008141762452107237,0.0,0.5741830065359478,20.997738714272476,-0.7603864658337729,0.3151918425227835,1.0,0.85,0.95,0.05,0.0,0.25,1.0,1.0,1.0
0.07,1.0053163848582964,1.0,-0.06093406034589932,0.2574642476017105,0.4551971326164874,0.49515116197110576,0.055723290428518424,0.5063956742096548,0.30721966205837176,0.03387096774193549,1.0,3.016169224820066,0.03825830048726639,0.0470588755433011,0.5734767025089605,0.4262626262626263,0.4587813620071684,0.14721407624633426,0.11469534050179214,0.4,0.3461988304093566,19.501018408257814,-0.49395276176334146,0.3184291442125138,1.0,0.7,1.0,0.0,0.1,0.2,1.0,1.0,1.0
0.08,0.9994430963841043,1.3125,0.005246693398122541,0.437584592062233,0.5778972520908005,0.5354983853505726,-0.04947526236881561,0.32564468428692317,0.26222826086956524,0.034782608695652174,1.0,2.971096481832922,0.010291237466180419,0.046227375391138664,0.5562724014336918,0.1915901928068224,0.5762246117084827,0.3646822086268694,-0.019952210274790882,0.1,0.4406432748538013,18.7243615353064,-0.5906345353265041,0.27408908860179315,1.0,0.8,0.9,0.1,0.05,0.3,1.0,1.0,1.0
0.04,0.999074074074074,1.0,0.010125268075989464,0.3588871351104364,0.46875,0.12045828646003269,-0.025143678160919447,0.5779593219728735,0.3229166666666667,0.02,1.0,2.2093110180936195,0.0,0.04231593287175246,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.530117126152926,0.40408471472284974,0.0,0.9,0.95,0.05,0.02,0.15,0.0,1.0,1.0
0.07,0.9971596672753094,1.0,0.022094116298094726,0.05932427992395846,0.35842293906810035,0.09877278665720901,0.012023941946077699,0.770144718689248,0.23694316436251922,0.03462365591397849,1.0,3.089899730104546,0.038195912509135836,0.030161044668851875,0.2849462365591398,0.336566091954023,0.35842293906810035,-0.051619855394883174,-0.07347670250896055,0.7,0.316374269005848,19.96378945569699,-0.8313815547004109,0.36810674201048993,1.0,0.7,0.9,0.1,0.05,0.25,1.0,0.8,1.0
0.06,1.000181851245681,1.0,-0.00878037329181422,0.6973071229939958,0.8783602150537635,1.3319023641559429,0.11347517730496459,0.05710422385759051,0.49024822695035464,0.03,1.0,2.947863163352943,0.0,0.14126996907359327,0.8835685483870966,0.6769675925925925,0.8891129032258065,0.2066009557945041,-0.005544354838709853,0.7,0.08011695906432736,20.62237192474754,-0.631475490731841,0.2853513427612196,1.0,0.85,0.9,0.1,0.0,0.3,1.0,0.8,1.0
0.09,1.0001794938274065,1.0,0.0009286284936691896,0.39802713492883085,0.6072879330943848,0.7570660160733681,-0.06900762073175859,0.29282443069535935,0.2503052503052503,0.04153846153846154,1.0,2.7410320459543955,0.005476431002555244,0.04099683028264628,0.6146953405017921,0.63805256869773,0.5965352449223417,-0.023357228195937885,0.01816009557945042,1.0,0.2377192982456141,20.438010289154796,-0.8739167364772946,0.43194267850530865,1.0,0.85,1.0,0.1,0.0,0.15,1.0,1.0,1.0
0.08,1.0039827414537006,1.05,-0.039466662034890854,0.8583049842337238,0.6689366786140981,1.2979672760521843,0.10176161919040483,0.03813924351936907,0.35190217391304346,0.03739130434782609,1.0,3.1910989440544975,0.01026364797163899,0.07946567617055134,0.7356033452807645,0.14078457384908996,0.6615292712066906,0.5948187714316746,0.07407407407407396,0.1,0.14152046783625727,20.32136332852232,-0.8597895600722048,0.42431674214515497,1.0,0.85,1.0,0.1,0.05,0.3,1.0,1.0,1.0
0.07,0.9968637992831542,1.0,0.04216090289129809,0.3994891474355546,0.4695340501792115,0.4955860190421895,-0.05529953917050695,0.5825875369820831,0.2519201228878648,0.033118279569892474,1.0,2.8090787607630814,0.01909778273800178,0.051817032072218244,0.46415770609319,0.39313936781609193,0.460573476702509,0.07101833827709808,0.0035842293906810374,1.0,0.5326023391812864,19.94446332346275,-0.5526049212394359,0.3094875595251594,1.0,0.8,0.9,0.1,0.05,0.35,1.0,1.0,1.0
0.12,1.00587211831231,1.0625,-0.04777957574821273,0.9278828025952138,0.5459770114942528,1.7152589176456547,0.10318704284221536,0.02599531372032212,0.2537878787878788,0.05863636363636364,1.0,3.981740085769841,0.06455176660843279,0.054175334910754255,0.6194444444444445,0.3365079365079365,0.5376436781609195,0.282936507936508,0.08180076628352495,0.1,0.4026143790849672,19.459371509523177,-0.24331363832872688,0.2804424001615672,1.0,0.9,1.0,0.0,0.0,0.2,1.0,1.0,1.0
0.06,1.0004608648897761,1.0,0.004657344605415004,0.09372984102807576,0.5300739247311829,0.3691382998181798,0.04952311078503302,0.511751946369777,0.3519503546099291,0.02617021276595745,1.0,2.541383119510326,0.026502823327442533,0.09133523225521892,0.5139448924731184,0.0,0.5248655913978495,0.0,-0.010920698924731131,0.0,0.2207602339181286,17.533666445136625,0.06810771394005499,0.19737270704972007,1.0,0.8,0.9,0.1,0.0,0.3,1.0,1.0,0.9
0.07,0.9959689219934483,1.0,0.056593669562902904,0.23927810375497716,0.6666666666666666,0.10728954679856659,-0.014248636050638197,0.8599498332822458,0.31835637480798773,0.03387096774193549,1.0,2.821309404517107,0.004774763825665438,0.06862676158106158,0.6594982078853046,0.5432571684587814,0.6666666666666666,0.1162410394265232,-0.007168458781362075,0.4,0.2932748538011696,21.383574256146613,-0.6265885305373189,0.30082773617175845,1.0,0.7,0.9,0.1,0.05,0.3,1.0,1.0,0.9
0.09,0.9950926935659763,1.4285714285714286,0.03977189521582218,0.29160062948681686,0.49318996415770605,0.653230304990399,0.05894488653109353,0.4903669283478922,0.25366300366300365,0.04450549450549451,1.0,3.348768331418087,0.07141440330953319,0.06184614978498179,0.456152927120669,0.5133852428624398,0.49318996415770605,-0.05723231574177079,-0.037037037037037035,0.6579050194284821,0.334795321637427,18.780343144127556,-0.29460731528754813,0.3827003850982275,0.5,0.8,0.4,0.7,0.1,0.95,0.5,1.0,0.4
0.08,0.9982253771073648,1.3124999999999996,0.03403572569457958,0.052093751556779824,0.3732377538829152,0.0410007767120104,0.005247376311844132,0.9439563595932625,0.23097826086956522,0.036521739130434785,1.0,3.114892911589662,0.0051336745106535095,0.021375566924261208,0.3712066905615292,0.258795326537262,0.3732377538829152,0.11241136402426721,-0.002031063321385973,0.4,0.5415204678362573,20.039109059093764,-0.20000690091522388,0.24452543675163724,1.0,0.8,1.0,0.0,0.05,0.2,1.0,1.0,1.0
0.15,1.0064603876232574,1.2500000000000002,-0.05100144942599079,0.2325004543692016,0.4142857142857143,0.08345526881524945,-0.008384043272481323,0.7528978509643154,0.19019607843137254,0.07058823529411765,1.0,3.5219621707772637,0.05899676137871181,0.024936623372202996,0.40344827586206894,0.6296428571428572,0.41190476190476194,-0.22619458128078823,-0.008456486042693001,0.07652250047505924,0.44705882352941173,19.27516050195837,-0.24414060042321806,0.30371415653696715,1.0,0.85,1.0,0.0,0.0,0.15,1.0,1.0,1.0
